REPORT_DATE,REFERENCE_ID,BIS_CATEGORY,BIS_TYPE,GUARANTEE_TYPE,BUSINESS_TYPE,METHOD_TYPE,FORMULA,RISK_WEIGHT,EXPOSURE_AMOUNT,GUARANTEE_AMOUNT,RISK_AMOUNT,PRE_CALC_VALUE,FINAL_VALUE
30/6/2025_backup,adacc93d-0b0f-4364-b764-cc4ab52a45ea,Loan,Trading,Third-party,Retail,IMM,F3,0.89,592213.93,136019.2,406013.31,404570.67,378827.87
30/6/2025_backup,ae0a0208-c2f4-4612-a00b-22b985b54268,FX,Banking,Collateral,Retail,SA-CCR,F4,0.89,993250.66,14070.61,871470.24,1009117.43,994185.43
30/6/2025_backup,ae637337-df93-4559-8da5-b4fb8bf52282,Commodity,Banking,Government,Sovereign,IMM,F4,0.32,645525.34,192743.78,144890.1,162051.46,167284.41
30/6/2025_backup,ae75a2aa-4aae-403d-b731-7823e4a0b05d,Account,Securitization,Collateral,Interbank,SA-CCR,F1,0.77,14979.23,1111.47,10678.18,12610.42,13422.2
30/6/2025_backup,ae9ab1da-5276-4523-89f3-c21a7532c356,Bond,Securitization,Government,Corporate,SA-CCR,F1,0.28,361149.71,125828.96,65889.81,71209.42,71024.75
30/6/2025_backup,ae9ba5c8-6d2f-46c0-850b-8e7abd94fbbd,Loan,Securitization,Collateral,Sovereign,Standardized,F3,0.24,813402.56,16208.23,191326.64,192997.64,183994.84
30/6/2025_backup,aea9e845-e90c-484e-b422-ec4a029156a1,Loan,Trading,Government,Corporate,Standardized,F1,0.75,410724.3,58258.53,264349.33,234086.14,255010.08
30/6/2025_backup,aec0120a-fdc4-4360-b9ff-6f109c24c001,FX,Banking,Government,Retail,Standardized,F3,0.42,146764.59,53687.35,39092.44,32536.97,31164.48
30/6/2025_backup,aedd69ce-7035-4b18-8329-688dc8784a2b,Equity,Securitization,Government,Sovereign,IMM,F3,0.57,279276.05,87229.59,109466.48,122655.38,133348
30/6/2025_backup,af942487-c871-4480-b8ba-923708b8a5e5,FX,Banking,Third-party,Retail,SA-CCR,F3,0.74,482500.84,75882.15,300897.83,247480.99,234422.78
30/6/2025_backup,afa92c8a-bf5c-407f-ae83-d36ba98c5d3b,Option,Securitization,Third-party,Sovereign,SA-CCR,F2,0.95,121539.43,23317.85,93310.5,106145.99,97646.08
30/6/2025_backup,afb1d405-d138-487e-a924-98e560506e36,Others,Securitization,Third-party,Interbank,Standardized,F1,0.67,791151.43,381445.9,274502.71,260513.63,253366.35
30/6/2025_backup,b010d99a-8ee6-4b9d-81ff-2cba903c36d8,FX,Trading,Collateral,Retail,SA-CCR,F1,0.63,904272.81,83671.56,516978.79,577922.63,553122.32
30/6/2025_backup,b032e498-554e-469a-a35e-5cd9becf0ba3,Account,Securitization,Government,Sovereign,SA-CCR,F1,1,147686.41,59304.55,88381.86,87230.38,78861.09
30/6/2025_backup,b03a5611-82d2-4703-ac80-e06bbfad939b,Commodity,Securitization,Collateral,Corporate,Standardized,F1,0.53,671898.31,213019.88,243205.57,204660.57,217677.5
30/6/2025_backup,b0603642-be0d-49ef-b066-db7021793c5a,Option,Trading,Third-party,Sovereign,SA-CCR,F1,0.34,535289.39,246437.06,98209.79,82010.71,76419.61
30/6/2025_backup,b06f7bb4-d056-4c73-8a07-28f60ba474b0,FX,Banking,Government,Interbank,Standardized,F4,0.4,711603.89,14096.12,279003.11,325071.99,312765.21
30/6/2025_backup,b0782a26-9e33-415a-9271-48c821211dcd,Repo,Trading,Collateral,Retail,Standardized,F3,0.83,316420.73,37790.93,231262.73,246599.68,231903.3
30/6/2025_backup,b097ae29-273f-4169-b5dd-6dcdaf1546a9,Commodity,Securitization,Collateral,Sovereign,IMM,F1,0.45,139393.79,61820.57,34907.95,31518.27,30327.18
30/6/2025_backup,b0c23897-7d71-4258-95a4-90425142edae,Others,Banking,Government,Corporate,IMM,F2,0.74,811822.24,34537.93,575190.39,681839.43,698633.35
30/6/2025_backup,b0dbc1f0-8b3a-4420-9fca-4843cde1b58b,Derivative,Trading,Collateral,Retail,IMM,F3,0.49,79515.23,29357.43,24577.32,22496.32,21478.7
30/6/2025_backup,b10e1dac-8a7c-4620-b2ab-4730c889964c,Others,Trading,Collateral,Retail,IMM,F2,0.32,221210.07,17300.99,65250.91,63199.3,67138.38
30/6/2025_backup,b142c406-347d-4fe7-9f23-52260c6f8f27,Option,Trading,Collateral,Corporate,IMM,F2,0.2,935181.6,345111.69,118013.98,135430.55,141273.13
30/6/2025_backup,b1492f2c-daca-4852-bef8-c980b0f73078,Others,Banking,Third-party,Retail,Standardized,F3,0.57,720333.41,268242.67,257691.72,303369.9,292021.87
30/6/2025_backup,b172bba9-b80e-48a8-898a-755f9872e1cb,Equity,Banking,Third-party,Corporate,Standardized,F2,0.5,557772.24,118134.87,219818.68,254885.9,236825.65
30/6/2025_backup,b17dd1c9-5a29-4d45-b96c-edb61a61b684,Equity,Trading,Third-party,Retail,IMM,F3,0.25,837351.48,243644.19,148426.82,169063.27,160411.19
30/6/2025_backup,b1948ce7-b6ca-4dad-bccc-b1abf5f1ca65,Account,Banking,Government,Retail,Standardized,F3,0.41,958120.66,403147.65,227538.93,241806.49,246702.08
30/6/2025_backup,b1b84af1-3001-4901-9418-fa81848ac83a,Equity,Trading,Collateral,Interbank,Standardized,F2,0.98,420316.42,24751.82,387653.31,464533.15,424874.54
30/6/2025_backup,b1f5b3a7-443a-4c27-8eb4-3c2ea13cd14d,FX,Securitization,Third-party,Sovereign,SA-CCR,F4,0.88,398815.39,48573.74,308212.65,305584.36,314914.46
30/6/2025_backup,b20d3900-1a8a-48fd-b444-c605b14f9dc2,Repo,Banking,Collateral,Retail,IMM,F3,0.4,809948.08,346915.98,185212.84,201361.78,204547.92
30/6/2025_backup,b25e70a6-3bf6-4ed0-9578-462a40816922,Others,Securitization,Third-party,Corporate,IMM,F4,0.55,902923.1,367909.5,294257.48,269711.22,295232.62
30/6/2025_backup,b2639b7c-13df-4234-a9d0-9e030f811df6,Equity,Securitization,Collateral,Interbank,IMM,F1,0.5,581090.96,54060.74,263515.11,284987.53,296196.27
30/6/2025_backup,b27f66d5-b893-477f-bddc-286326e76b70,Account,Securitization,Collateral,Sovereign,Standardized,F2,0.54,514738.49,5768.6,274843.74,272811.07,266444.74
30/6/2025_backup,b289d1bf-c901-447e-bc7b-b96b401e639d,FX,Trading,Government,Retail,Standardized,F4,0.23,324542.36,149273.01,40311.95,46834.44,47218.17
30/6/2025_backup,b29dca68-3c88-4a96-be27-0cb969d76ad2,FX,Banking,Third-party,Sovereign,Standardized,F4,0.38,357918.35,1793.17,135327.57,125946.5,134953.57
30/6/2025_backup,b2d6565f-99b0-409c-a083-e15ad86cf2ca,FX,Banking,Government,Sovereign,SA-CCR,F4,0.76,843675.98,316505.72,400649.4,443984.7,427378.6
30/6/2025_backup,b324ee5b-3c2a-488f-bcb6-17787371eaa2,Commodity,Banking,Collateral,Retail,IMM,F1,0.48,327568.74,132548.37,93609.78,88519.99,80897.71
30/6/2025_backup,b3431fe2-52ab-4809-b94e-3c795305756f,Repo,Trading,Government,Interbank,Standardized,F4,0.32,831510.19,20200.91,259618.97,310194.51,304651.78
30/6/2025_backup,b3787811-ffe8-4e46-a066-2e8060738f6b,Derivative,Banking,Government,Corporate,Standardized,F1,0.41,287196.6,30419.53,105278.6,86351.12,84102.33
30/6/2025_backup,b38db93b-a8fa-4461-a456-df95534d6d0a,Equity,Securitization,Government,Retail,SA-CCR,F2,0.74,138635.27,64944.68,54531.04,57640.81,59494.86
30/6/2025_backup,b3a7d4fd-29f6-4303-b553-bb7c6a876a9c,Account,Securitization,Government,Corporate,IMM,F4,0.75,483274.68,72125.63,308361.79,359554.8,354179.06
30/6/2025_backup,b3acbed6-89f4-4c49-bc5c-8754fb17a503,Others,Banking,Collateral,Sovereign,IMM,F4,0.99,150481.15,29426.09,119844.51,136459.68,139599.44
30/6/2025_backup,b3c188b8-227c-4689-af2d-077c9f209778,Others,Securitization,Collateral,Corporate,IMM,F1,0.89,891354.64,35437.23,761766.49,824337.51,886258.75
30/6/2025_backup,b3edc447-9961-40be-80fc-f2ed8ad51e2a,FX,Trading,Government,Interbank,SA-CCR,F2,0.38,821435.32,386416.85,165307.02,140800.11,153970.28
30/6/2025_backup,b3fa1170-6a03-4401-a068-7d79c99cad08,Derivative,Banking,Collateral,Interbank,Standardized,F1,0.78,762180.34,317931.79,346513.87,345121.27,321925.2
30/6/2025_backup,b3fab8c0-ba6c-40d7-a3f4-18c0d72a7590,Bond,Banking,Third-party,Corporate,Standardized,F4,0.76,848027.88,5843.78,640059.92,665028.5,629019.87
30/6/2025_backup,b43680ea-78b9-4542-9462-4113fd4848dd,Others,Securitization,Collateral,Corporate,Standardized,F2,0.58,636314.94,189568.11,259113.16,239615.1,241260.92
30/6/2025_backup,b4ace999-fe95-47d7-bc37-f5063bf71e17,Commodity,Banking,Collateral,Sovereign,Standardized,F1,0.54,36047.4,3574.75,17535.23,20618.76,19038.35
30/6/2025_backup,b4be6e9c-b9e8-4467-97a4-28b29c1da348,Others,Securitization,Collateral,Corporate,IMM,F1,0.26,113481.85,24814.9,23053.41,18895.92,19096.79
30/6/2025_backup,b4d62c2d-8f92-481d-bc22-5de819d11474,FX,Securitization,Third-party,Sovereign,IMM,F3,0.27,481810.98,172717.82,83455.15,75144.38,67676.45
30/6/2025_backup,b50659ec-f4b0-4485-82a1-6546c7ccd240,Bond,Securitization,Third-party,Corporate,IMM,F2,0.98,342966.66,138986.02,199901.03,232140.28,210900.26
30/6/2025_backup,b52e9843-7652-47de-8482-0740d7885f7c,Account,Banking,Third-party,Interbank,Standardized,F4,0.2,888142.1,110693.45,155489.73,186460.38,171679.56
30/6/2025_backup,b53ddc0b-85e6-4037-8690-36754e7d0a7f,FX,Securitization,Collateral,Interbank,IMM,F4,0.88,687457.58,229005.22,403438.08,383388.95,398689.77
30/6/2025_backup,b555263f-c635-4180-ae4b-fdeac4bf08bc,Others,Banking,Third-party,Retail,SA-CCR,F1,0.81,544894.27,24846.47,421238.72,481316.79,481935.79
30/6/2025_backup,b55ba961-bd61-4757-b688-b485db1a88c1,FX,Securitization,Collateral,Sovereign,SA-CCR,F1,0.55,501082.81,178350.91,177502.55,177618.43,180730.35
30/6/2025_backup,b5609d58-a613-4832-aed1-8a4f3f64edb8,Equity,Securitization,Third-party,Corporate,Standardized,F4,0.56,601099.45,39969.36,314232.85,290633.68,304090.89
30/6/2025_backup,b56f9a1e-048c-45b6-9f73-cf3b30666ecb,Loan,Securitization,Government,Interbank,Standardized,F4,0.24,630431.33,204926.2,102121.23,115545.22,121713.9
30/6/2025_backup,b57e9b54-f55f-468a-ad6b-e21fbe0ffe5e,Derivative,Trading,Collateral,Interbank,IMM,F1,0.76,953116.86,135400.96,621464.08,559263.94,511774.89
30/6/2025_backup,b5c0a273-4585-4819-8ec2-c503cad995a0,Derivative,Trading,Government,Corporate,Standardized,F3,0.27,326868.63,26335.03,81144.07,92481.61,101003.02
30/6/2025_backup,b5c45cbb-d150-48bb-8e51-0dff27d072a4,Bond,Banking,Collateral,Retail,SA-CCR,F3,0.61,315858.8,7368.08,188179.34,225811.21,223668.04
30/6/2025_backup,b5d83e5d-55be-496b-813c-466d80763540,Loan,Securitization,Collateral,Interbank,Standardized,F1,0.33,986228.56,171856.73,268742.7,307954.9,305855.6
30/6/2025_backup,b605f4fe-22c5-48d7-9683-c12f3b838430,Account,Trading,Collateral,Sovereign,Standardized,F4,0.35,869778.24,227830.37,224681.75,243539.73,236152.43
30/6/2025_backup,b6262441-3c26-469a-8882-419322338554,Equity,Trading,Third-party,Sovereign,SA-CCR,F4,0.75,144701.2,40309.04,78294.12,72326.44,68445
30/6/2025_backup,b644bc52-e8dd-441a-8a0f-f587ace62489,FX,Securitization,Collateral,Sovereign,SA-CCR,F1,0.85,432018.1,72037.93,305983.14,347686.2,382181.85
30/6/2025_backup,b64f73ab-0737-41f2-a421-6a7ea2a22130,Option,Trading,Collateral,Interbank,SA-CCR,F2,0.63,954302.36,106583.85,534062.66,489298.4,485017.75
30/6/2025_backup,b68386a7-ffc7-486c-b7a3-91012f6ad531,Repo,Banking,Government,Sovereign,IMM,F4,0.43,855967.89,324754.17,228421.9,224717.22,229035.82
30/6/2025_backup,b689ee01-1c81-4230-bd5c-b7195e13980d,Commodity,Banking,Collateral,Sovereign,IMM,F2,0.98,90697.21,16131.64,73074.26,87414.54,84054.1
30/6/2025_backup,b690210d-6004-4255-89f3-4646d1541ca8,Derivative,Banking,Collateral,Corporate,SA-CCR,F2,0.6,57533.97,10533,28200.58,26534.81,29096.72
30/6/2025_backup,b69c2612-7f0f-4a37-9e94-f11194b1f801,Equity,Trading,Collateral,Retail,Standardized,F3,0.39,911438.77,426575.93,189096.51,204456.82,220663.41
30/6/2025_backup,b69d38a2-e999-4ea9-b8a7-728d95d1cc3a,Equity,Trading,Collateral,Retail,SA-CCR,F4,0.82,451490.74,70979.32,312019.36,338476.77,323038.2
30/6/2025_backup,b6ae33c8-e6c5-48e1-91ff-db10484ff35b,Bond,Securitization,Collateral,Interbank,SA-CCR,F4,0.22,458132.07,140526.28,69873.27,80334.04,84738.59
30/6/2025_backup,b6edbf22-4f1f-48e0-91c2-53ba9f5a3666,Commodity,Banking,Government,Retail,Standardized,F1,0.47,78525.14,6838.07,33692.92,33783.21,35915.48
30/6/2025_backup,b7078a85-1add-42b4-a936-88d49016c11c,FX,Banking,Collateral,Sovereign,Standardized,F4,0.39,549205.41,39809.58,198664.37,224272.63,241401.34
30/6/2025_backup,b731a509-0eac-4348-992d-795908d250cb,Equity,Banking,Collateral,Sovereign,IMM,F4,0.27,981049.39,51287.96,251035.59,281995.44,277370.71
30/6/2025_backup,b781e4f8-bc7e-482f-8a54-87aa4c6288b8,FX,Trading,Third-party,Sovereign,Standardized,F1,0.22,795392.3,58446.12,162128.16,159935.41,172735.73
30/6/2025_backup,b7a0ca28-9fc6-4952-be44-83563005d425,Repo,Banking,Third-party,Retail,Standardized,F4,0.53,992771.27,84038.7,481628.26,540686.08,589939.4
30/6/2025_backup,b7cfbf85-d3b5-43e1-a6b6-df590d61d879,Account,Trading,Collateral,Interbank,Standardized,F3,0.63,418126.73,98888.46,201120.11,206722.58,204603.08
30/6/2025_backup,b7e1567d-b1f3-4885-9231-e67642da0950,Option,Securitization,Third-party,Retail,IMM,F3,0.78,516298.56,35377.23,375118.64,340531.71,372603.89
30/6/2025_backup,b7e4c63b-d25d-4084-9523-ee931c139ce7,Bond,Banking,Third-party,Retail,IMM,F1,0.84,189468.94,61356.92,107614.1,95025.93,92766.25
30/6/2025_backup,b817b3a4-11f5-4137-8a1d-71aab5b35665,Derivative,Securitization,Third-party,Sovereign,IMM,F3,0.23,854593.68,297115.05,128220.08,135865.39,134209.54
30/6/2025_backup,b81a07dd-5ec1-44e1-8347-6706b30f8fc7,Account,Banking,Collateral,Retail,IMM,F2,0.81,898159.27,55051.89,682916.98,632891.11,691740.2
30/6/2025_backup,b82be4b3-27f8-4bb8-baf4-2f3778b466a3,Bond,Securitization,Government,Sovereign,SA-CCR,F1,0.59,23248.33,2229.54,12401.09,12164.37,12264.04
30/6/2025_backup,b849edd8-d19e-4aad-9af6-421e085c9c87,FX,Securitization,Government,Retail,Standardized,F2,0.28,764644.18,163531.15,168311.65,182225.25,164548.62
30/6/2025_backup,b87b3e5a-64f4-4634-91cd-0f1860366a20,Commodity,Banking,Third-party,Interbank,SA-CCR,F2,0.3,987363.93,195498.24,237559.71,226950.41,236939.07
30/6/2025_backup,b898eba8-0e4e-4df2-8c16-61b0caa66c6e,Others,Banking,Collateral,Corporate,SA-CCR,F2,0.73,317005.25,96889.64,160684.4,138216.16,134449.53
30/6/2025_backup,b8abc3fc-136b-43e6-8f0d-bfd61a77efae,Equity,Banking,Third-party,Retail,Standardized,F2,0.69,695318.52,346539.99,240657.19,277866.46,279497.88
30/6/2025_backup,b8abeca8-e0fb-4315-9db2-452fa4e7d12f,Bond,Trading,Government,Interbank,IMM,F1,0.9,999112.03,437794.7,505185.6,549108,578746.05
30/6/2025_backup,b8b12b3d-57c5-431a-b059-4e3a25665632,Derivative,Banking,Third-party,Sovereign,SA-CCR,F3,0.79,331955.15,144277.66,148265.22,146096.52,139158.05
30/6/2025_backup,b8ffbd30-326b-44f2-8318-5785cc5f0cc9,Commodity,Banking,Collateral,Retail,SA-CCR,F2,0.43,630484.02,311863.9,137006.65,149760.45,146134.89
30/6/2025_backup,b90d6b5b-d248-4d25-9689-2984f4d9c628,Equity,Trading,Government,Retail,SA-CCR,F2,0.79,941930,156851.39,620212.1,610095.36,595584.31
30/6/2025_backup,b90f9385-7d7d-4631-a427-610f0abeb46c,Option,Trading,Third-party,Sovereign,IMM,F3,0.24,138085.67,22051.86,27848.11,25084.34,24402.87
30/6/2025_backup,b91f7258-83d4-47fa-a3a9-89965ba2d4e0,Bond,Banking,Collateral,Retail,SA-CCR,F4,0.64,446267.83,89503.28,228329.31,187235.41,201260.72
30/6/2025_backup,b9265f6d-57a1-4438-85db-d3f0c7fe605d,Others,Banking,Government,Sovereign,IMM,F2,0.86,20146.52,8510.44,10007.03,9130.3,8932.34
30/6/2025_backup,b92ce463-f6dc-423b-8f28-7a84b9953878,Equity,Securitization,Collateral,Interbank,IMM,F4,0.29,483818.21,169453.19,91165.86,101509.78,94859.97
30/6/2025_backup,b96f29dd-8643-404c-8e82-82cdb78de5e8,Bond,Banking,Collateral,Sovereign,IMM,F2,0.92,674303.07,47282.58,576858.85,653140.28,593176.58
30/6/2025_backup,b99ee615-f942-4dcb-b7a2-a40f9910f0fd,FX,Banking,Third-party,Interbank,SA-CCR,F4,0.72,247590.07,47922.43,143760.7,134190.49,145673.77
30/6/2025_backup,b9c6568c-04db-4926-9cb4-135109c44a50,Account,Banking,Collateral,Sovereign,Standardized,F1,0.24,462169.58,5871.27,109511.59,126402.81,124649.32
30/6/2025_backup,b9d5bec1-df50-4811-b545-98b73aa77cb1,Loan,Trading,Collateral,Corporate,IMM,F3,0.75,479712.31,3292.21,357315.07,334746.73,322764.13
30/6/2025_backup,ba3a5053-4433-40f5-aeee-403d188d5741,Commodity,Banking,Collateral,Corporate,Standardized,F2,0.82,643580.74,50778.77,486097.62,574259.05,553495.51
30/6/2025_backup,ba902e9b-20f6-433d-8483-0c434ba51958,Option,Banking,Collateral,Sovereign,Standardized,F3,0.68,115921.75,56683.91,40281.73,39680.52,43353.31
30/6/2025_backup,baa33459-b1dd-495e-9ddf-23a0fac1ebb3,Others,Securitization,Collateral,Interbank,IMM,F4,0.61,178383.87,58404.15,73187.63,60946.5,59824.88
30/6/2025_backup,bab5d8c3-367e-4a53-828a-4d42c6108e55,Derivative,Securitization,Third-party,Interbank,Standardized,F3,0.55,509825.72,171120.17,186288.05,196944.74,194878.78
30/6/2025_backup,babea59c-8abe-43f6-9f57-f8e65d9ea4a2,Account,Securitization,Collateral,Corporate,SA-CCR,F3,0.59,138545.76,28441.37,64961.59,53395.68,50084.09
30/6/2025_backup,bad4011f-f92d-499e-9eba-d055fcdf2f6d,Commodity,Securitization,Government,Corporate,IMM,F4,0.34,275608.31,6302.42,91564,104496.07,107779.12
30/6/2025_backup,bae8d706-6bc6-418f-b7e6-fb84d9c398b9,Repo,Securitization,Collateral,Retail,Standardized,F2,0.69,975182,244919.57,503881.08,452908.99,484480.95
30/6/2025_backup,bb1ccf8d-6a5a-4071-98e4-9c54f964da6a,Bond,Trading,Collateral,Retail,SA-CCR,F1,0.26,436169.95,69744.21,95270.69,106815.58,106847.47
30/6/2025_backup,bb5009af-f38e-4148-b3ac-e8bc4b3671eb,FX,Banking,Government,Interbank,Standardized,F1,0.46,478063.71,49040.29,197350.77,186581.14,204433.45
30/6/2025_backup,bb9c10ce-fb0e-41c7-8291-e482a6a56869,Derivative,Trading,Collateral,Retail,SA-CCR,F3,0.33,503776.97,157702.36,114204.62,108486.61,101627.99
30/6/2025_backup,bbab6e91-7588-47b5-95a1-15dda248d92b,Others,Securitization,Collateral,Interbank,IMM,F3,0.8,269415.44,93202.35,140970.47,166021.47,151874.25
30/6/2025_backup,bbcbbde1-7a89-4db7-bfaa-7f3483a9b699,FX,Securitization,Third-party,Interbank,Standardized,F1,0.93,703703.57,327628.64,349749.68,326198.32,352461.86
30/6/2025_backup,bbd50add-47ed-4841-9166-38cd02c96053,Derivative,Securitization,Government,Retail,Standardized,F1,0.55,457582.13,162283,162414.52,194521.14,175162.8
30/6/2025_backup,bbd98a5b-8703-4736-964c-b279cf7fd663,Option,Banking,Government,Interbank,Standardized,F2,0.83,88181.3,16340.47,59627.89,53851.65,54916.97
30/6/2025_backup,bbdbe34f-758a-4d1e-8f0a-5eba1e58a626,Derivative,Securitization,Third-party,Corporate,IMM,F4,0.53,341189.29,47250.81,155787.39,181097.63,195121.79
30/6/2025_backup,bc65d30d-698a-49f4-8191-d3fee039f636,Derivative,Trading,Collateral,Retail,SA-CCR,F1,0.48,856828.04,227814.44,301926.53,290394.12,300333.75
30/6/2025_backup,bc81a3c4-f807-475e-902a-3fb234891d38,FX,Banking,Third-party,Retail,SA-CCR,F4,0.84,244185.18,64030.68,151329.78,150876.04,144756.43
30/6/2025_backup,bc882e38-5706-4785-8db1-0d6951408426,FX,Banking,Government,Corporate,Standardized,F2,0.7,574086.11,159388.52,290288.31,274805.95,296218.7
30/6/2025_backup,bc9eedc5-dd57-47ec-a968-b7c6f2596f03,Commodity,Securitization,Third-party,Corporate,Standardized,F3,0.51,365997.1,45978.26,163209.61,173145.54,182819.17
30/6/2025_backup,bca49709-6bab-441d-a632-48f6ede63e98,FX,Securitization,Third-party,Interbank,IMM,F4,0.79,463860.18,160217.39,239877.8,208798.55,211662.27
30/6/2025_backup,bcb3beeb-a6c7-4ce1-9be1-86f78c354f92,FX,Securitization,Collateral,Interbank,SA-CCR,F2,0.48,596634.57,152750.22,213064.49,226584.49,217814.05
30/6/2025_backup,bcc6ae31-b0a9-4197-b5ba-36fc43d85f43,Derivative,Banking,Government,Retail,Standardized,F4,0.6,641181.85,67542.26,344183.75,312265.81,283191.17
30/6/2025_backup,bcd1fe67-03bb-4b75-a3c7-8eca007cb53c,Derivative,Trading,Third-party,Retail,IMM,F3,0.85,29408.99,2174.95,23148.93,20074.34,21355.56
30/6/2025_backup,bcebd35d-2719-4904-89f1-77ff78c26d29,Others,Banking,Third-party,Sovereign,SA-CCR,F4,0.83,130637.11,34182.74,80057.13,78070.82,83756.39
30/6/2025_backup,bd6d866e-e360-474c-b9ff-e6329bfcf9d6,Bond,Banking,Government,Corporate,Standardized,F1,0.32,989428.17,213818.73,248195.02,213901.93,195509.79
30/6/2025_backup,bd8eb6e7-70d1-4d44-a2fb-c7d9ff14673b,Account,Banking,Third-party,Sovereign,Standardized,F1,0.39,717439.26,314976.79,156960.36,131430.43,133832.02
30/6/2025_backup,bdaf16d3-807b-4105-8071-d46086a21850,Others,Trading,Collateral,Interbank,IMM,F3,0.23,561638.75,273152.52,66351.83,72129.98,66998.47
30/6/2025_backup,bdcb5097-6aef-4a50-9dae-61d7ee4576f3,Derivative,Securitization,Government,Sovereign,IMM,F1,0.27,212564.21,96210.07,31415.62,31759.59,34523.39
30/6/2025_backup,bde7cc52-b6aa-41c4-b8b5-8b10aec5dc49,Repo,Securitization,Collateral,Retail,IMM,F1,0.24,731261.1,339890.12,93929.04,75839.99,70183.61
30/6/2025_backup,be050280-76ea-427b-8cd4-4f81136496df,Option,Securitization,Collateral,Interbank,Standardized,F3,0.59,135451.12,60686.65,44111.04,51041.26,53577.17
30/6/2025_backup,be43ce3f-d0b8-4a4a-959c-3cdc10e9b673,Repo,Trading,Government,Sovereign,SA-CCR,F3,0.77,74932.76,35064.78,30698.34,32911.28,34751.59
30/6/2025_backup,be4434a6-320f-4349-be06-32051d01ee9c,Others,Trading,Collateral,Interbank,Standardized,F4,0.33,775600.09,164294.2,201730.94,163798.24,172069.43
30/6/2025_backup,be7aeb1a-d381-4796-be1c-b2a7fdfd8c2e,Derivative,Banking,Government,Interbank,Standardized,F4,0.55,286247.78,129358.74,86288.97,89792.69,96680.43
30/6/2025_backup,be90aec6-f415-4d45-a7cf-f0376dbe8b13,Others,Securitization,Collateral,Interbank,SA-CCR,F3,0.22,535401.08,52627.34,106210.22,110502.54,108899.18
30/6/2025_backup,be93e07e-d6b7-4d8b-807d-0ba5d3a0c35f,Repo,Banking,Third-party,Retail,Standardized,F1,0.9,49815.57,8322.31,37343.93,37725.2,39520.07
30/6/2025_backup,bedcd4cb-3b5a-49bc-916e-1c0776429ac7,Bond,Securitization,Government,Retail,Standardized,F3,0.72,404173.03,71871.72,239256.94,223450.79,230596.73
30/6/2025_backup,bede2e5f-36a7-4d5c-9f6a-5b70d29bee7b,Repo,Banking,Third-party,Sovereign,SA-CCR,F4,0.73,523019.26,135997.03,282526.23,279995.26,252160.93
30/6/2025_backup,bedea70f-54a6-4ce6-8dc8-07a6b107166d,Loan,Trading,Third-party,Corporate,Standardized,F3,0.35,864926.23,202606,231812.08,264824.4,257648.8
30/6/2025_backup,bf292db9-9558-470c-ab99-d7f28b78a6a6,FX,Securitization,Collateral,Interbank,Standardized,F3,0.56,235654.6,37129.84,111173.87,128391.3,117940.6
30/6/2025_backup,bf3d72e5-b0d0-4c9d-aaa7-6e771df7633a,FX,Banking,Collateral,Sovereign,SA-CCR,F3,0.37,697706.77,217469.08,177687.95,202618.18,210573.48
30/6/2025_backup,bf8c3eb3-be02-4988-9504-c7c25467e815,Others,Banking,Third-party,Sovereign,SA-CCR,F3,0.58,242505.83,25684.92,125756.13,148812.84,147823.78
30/6/2025_backup,bfb1b0e8-6637-41a7-a6af-03472f090cb4,Repo,Banking,Collateral,Sovereign,SA-CCR,F2,0.78,940186.91,72099.2,677108.41,623044.75,616740.49
30/6/2025_backup,bfc7eb0e-8605-4abc-a3d9-d2269dbc409c,Others,Securitization,Collateral,Retail,SA-CCR,F2,0.55,155735.11,8287.11,81096.4,84998.7,77644.75
30/6/2025_backup,c01ec85d-f394-4dc3-8e7d-8a51c80f640b,Repo,Trading,Third-party,Retail,Standardized,F4,0.39,455852.06,119336.12,131241.22,143999.28,139474.56
30/6/2025_backup,c042e281-6d31-40f5-b8f9-9e9c8aeba3b9,Derivative,Trading,Collateral,Interbank,IMM,F1,0.5,747775.01,218520.86,264627.08,299503.36,289450.46
30/6/2025_backup,c05cad88-e99c-4a20-b6fc-af987777c2a3,FX,Securitization,Government,Interbank,IMM,F2,0.36,995135.01,4384.7,356670.11,288693.54,267059.61
30/6/2025_backup,c07a7fd7-028a-4d00-bfd3-66884aaacdc4,Option,Trading,Collateral,Interbank,SA-CCR,F1,0.36,625780.9,264103.64,130203.81,116380,126919.88
30/6/2025_backup,c0ab9a6e-af03-4726-8e5a-f1b6277daaa8,Commodity,Trading,Collateral,Sovereign,IMM,F4,0.57,231062.77,6790.36,127835.27,139189.06,143951.97
30/6/2025_backup,c0e6d889-0646-4938-8be6-70b875735ef2,FX,Banking,Collateral,Interbank,Standardized,F2,0.84,381120.6,26165.65,298162.16,288171.55,308311.02
30/6/2025_backup,c0f547a1-ec7c-497f-b5a7-699593c3117e,Bond,Securitization,Government,Interbank,Standardized,F1,0.39,31948.55,8748.99,9047.83,7788.19,8547.25
30/6/2025_backup,c1147a36-18c3-46bc-93d2-9ee63de41c8d,Option,Banking,Government,Corporate,SA-CCR,F2,0.45,271875.46,119194.21,68706.56,81546.8,83178.21
30/6/2025_backup,c12a6de7-e965-4468-9f2f-56eea0e6880c,FX,Trading,Government,Corporate,SA-CCR,F4,0.81,531968.37,179595.22,285422.25,309781.62,310185.43
